RP11-368I23.2
RP1-161C16.1
AC011357.1
RP5-916O11.3
MTF2
HSPE1-MOB4
RP11-885B4.1
RP11-290L1.4
RBM15B
NOBOX
RP11-399H11.3
KRT18P61
RP11-345I18.1
RP11-95H3.1
IGLJCOR18
RP11-526D8.7
RP1-278O22.2
PCGF7P
LA16c-431H6.7
CTB-179I1.1
VN1R53P
RP5-972B16.2
RPL31P53
OR52E1
RP11-106M3.2
RP5-940J5.8
HIST2H3PS2
RNU6-391P
RP11-554A11.9
MIR4657
ATP2A1
IGKV1OR22-5
CALHM1
AL049564.1
ZNF880
NCAPG
AC007253.1
IGHV5-78
SETP14
AL592205.1
CLPSL2
RP11-212D3.2
MFI2
ZNF736P9Y
RP11-84C13.2
PTPRB
CTD-3195I5.4
RP11-433B3.1
RP11-401N18.1
AC074264.1
TMCO1
AC012499.1
RP11-3N2.11
RAB5C
NPBWR2
UPP1
MIR6861
AP001610.5
AL136221.1
AC011748.1
RP11-539L10.4
CTD-3128G10.6
ZNF815P
CEBPE
TRABD2B
RPL36P2
CTD-2027I19.2
RPS3AP17
SIGLEC26P
LL22NC03-24A12.8
PSPC1P1
RP11-54O7.17
KLK10
MRPL57P7
KDM5B
STPG1
RP11-119F7.3
AC004985.12
AC011530.4
MIR4292
MIR1184-2
PTPRH
AL353783.1
RP11-108N13.1
PCMTD1
RP1-67A8.3
RP5-907C10.3
OR14A16
NDUFS5P6
AACSP1
GLRA3
AD000684.2
RP11-573D15.1
FRMD8
RP11-857B24.3
HELZ2
COX7A2P2
FAM188B
MAP2K7
RPL7P37
AC013733.3
AC009014.3
ZNF767P
CTD-2060F24.1
RP11-244B22.7
RP1-269M15.3
GRIP1
RPS29P12
RP1-197J16.1
SRSF10P1
AC093642.6
SNORD99
CH507-39O4.2
RP11-56P9.6
NDUFAF4P4
RP11-361A23.1
VENTXP3
SLC2A1
C6orf229
LEMD1-AS1
IGHD3OR15-3A
RP11-96K19.4
WNT1
AC245036.1
RP11-774O3.3
SNRPD2
RP11-622O11.4
RP11-403B2.5
RP11-624D20.1
SUCLG2P4
MUSK
PTPN4
CDY1
RP11-144G6.13
RP11-1078H9.1
SNRPCP20
POLR2LP
APOOP4
RNA5SP465
DUX4L5
RP11-146F11.1
WASH4P
RNU6-175P
LZIC
LA16c-329F2.1
PHKBP2
RP11-124D9.1
HCG27
GNAS-AS1_4
RN7SL521P
RP11-454E5.4
RP11-9N12.2
SPATA31D1
MASP2
RP11-81H14.2
FOXD2-AS1
DNAJA1P6
RPRM
SPAG11B
TNNT1
RP11-365F18.1
MTND1P11
XKR5
RP11-1437A8.2
MT-ND1
CAMK1
AC022098.1
OR2U2P
AC012363.7
DEFA1
RP1-251M9.2
H6PD
GRAMD1C
RP13-672B3.2
WFDC1
RPS6KB1
RP11-436K8.1
ADIRF-AS1
RNU6-1206P
AC034220.3
RP11-522L3.5
OFD1P4Y
AC079080.1
KCNE4
RP11-364B14.3
EIF1P5
FCGR2B
HOXC13
DAP3P1
TOLLIP-AS1
RP11-304L19.11
RP11-359P5.1
CTB-1H10.1
AC139143.2
RP11-723D22.3
CTA-286B10.8
PHYKPL
TRIM27
VN1R7P
CTD-2254N19.1
KRT8P10
CTD-2207L17.1
RNU7-90P
NME2
AC007274.5
PHLDA2
CBL
ASS1P2
SMAP1
RP11-480O10.2
C15orf43
AL845259.7
RLN1
RP11-313E19.1
IGHV1-12
RN7SL193P
AC098784.1
KRT8P50
RP11-452J21.2
PPIAP27
PPP2R3B
AC097493.1
RP11-335E14.1
RP11-255C15.3
RP11-139K1.2
EVPL
GRAMD4P8
CTD-2526A2.4
SMIM2
RDH12
RP11-21L19.1
IL27RA
RP11-483I24.1
SRGAP2-AS1
FTCD-AS1
OR10H1
BRDT
Y_RNA
WDR70
RP11-121A14.2
TTC5
AC009480.3
AC137675.1
CENPH
GS1-124K5.8
RP11-275H4.1
AP000439.3
LLNLR-259H9.1
RPL7P22
EPB41L2
RNA5SP442
XXyac-YM21GA2.4
GS1-590J6.2
AC002310.10
C2orf27A
RNU6ATAC25P
WWC2-AS2
HMGB1P46
CTD-3107M8.1
C1orf35
LDHA
RP3-446N13.5
RN7SL446P
XCL1
RBM10
RP1-118J21.25
RP11-573C10.1
RNU6-90P
DNMT3A
CYP4F22
AC003090.1
PPIAP16
XXbac-BPG299F13.14
PDE5A
FTLP10
SNORA31
RN7SL648P
RP5-1009E24.8
RNU6-1045P
RP11-254A24.2
RP11-665C16.8
RP11-483I13.6
ZNF304
ATP6AP2
RN7SL714P
KB-1562D12.3
XRCC6BP1
AC008079.10
MTND4P24
RP11-104J23.1
Y_RNA
RP4-592A1.2
RP11-147G16.1
DSCR4-IT1
HMGN2P10
PWAR6
AP000290.1
RP11-1437A8.6
RLIMP1
AC096589.1
COPS5P1
Y_RNA
MIR129-2
RP11-4C20.4
TREH
RP13-977J11.6
CTA-21C21.1
NOP16
HEY2
RP11-104O19.4
ACOX2
ASUN
SLC25A51P2
C11orf85
CTD-2280E9.1
PROSER2
PPP1R7
HNRNPA2B1
AP001468.58
RN7SL25P
MIR6720
RP11-153M7.5
OR51E2
RP11-166D19.1
CTD-2655K5.1
CYP2E1
RP11-679I18.4
PES1
ADAM20P2
USP3-AS1
IGLC7
AC078899.4
MIR516A2
RNU6-919P
LINC01548
RPS13P2
HSDL2
RPL31P9
LINC00395
PTCD3
STARD5
TSPEAR
DNAJC8
RP11-523L1.2
ABHD17AP4
TRAV5
RP11-111A24.2
CTD-2224J9.8
SRRM1
AC093326.1
MEF2C-AS1
RNU6-3P
FLYWCH2
SERF1AP1
NTM
RP11-164A6.1
LSM4
IFNA1
DLGAP1-AS4
RP11-479I16.2
ZDHHC20P3
DDX3X
CTD-2074D8.1
RN7SL177P
RPL41
RP4-784A16.5
RP11-673E1.3
RNY1P5
SNORA72
RP11-154B12.3
LINC01127
RP11-94B19.3
RNU1-59P
RNU7-2P
TCEB1P13
TP73-AS1
RN7SKP132
DEFB109P3
SERPINB3
MIR5739
ASB2
RNU7-105P
RPS6P16
RP11-689C9.1
CD1C
DDX55P1
CTD-2021H9.2
MZT2A
EXOSC7
FOXO1B
RNA5SP237
IGHGP
RECQL5
ZNF35
RP11-535A19.1
OGDHL
RP5-881L22.6
NOX1
FGFBP1
BRD9P2
RN7SL150P
FAM86C1
HNRNPA1P40
RP3-453C12.14
AC005237.2
AP001610.9
PIGA
RP11-1157N2__B.2
MNT
RP11-424M21.1
RP11-556H2.4
AC093611.2
RP11-1250I15.1
RP11-203L2.3
RP11-889L3.1
RP11-348H3.5
MSANTD3
AC069082.1
WDR45BP1
RP5-1070A16.1
RP11-139I14.2
OR2V2
PLOD1
SNCA-AS1
RP11-61J19.2
PSMB3P2
Y_RNA
RP11-539L10.2
RP11-539G18.3
RNA5S10
RNU6-464P
AE000661.50
RP11-613E4.4
CD79B
FARS2
CTD-2547L16.2
RP11-1143G9.5
DDX60L
VNN2
RNU6-1307P
AP003419.16
IGHJ1P
LINC01219
FLJ46066
RCN3
AC069216.1
PPP4C
COX6CP17
RP11-416N2.3
JAKMIP3
RP11-144L1.8
RP11-1102P22.3
LA16c-380H5.5
ALDOA
RP11-299L17.1
RP11-787D18.2
CTAGE6
RP3-435K13.1
NCEH1
RFX4
NRAP
ZFYVE28
NPM1P19
RP11-298C2.1
RCAN3
Metazoa_SRP
RNU6-18P
GALC
MIR548AM
ZNF451
MIR574
RP11-703G6.1
AC012506.3
AC007557.4
LINC00621
RNF24
MIR378E
CYP4F34P
DROSHA
BCL7C
AC073635.5
RAB9AP2
LEMD2
Y_RNA
BTLA
MIR5090
HES7
RP11-554D20.2
PRDM10
IGLC3
TRAJ36
VPS18
RP11-317P15.4
RNU6-78P
DUX4L11
RP11-72I8.2
CTA-126B4.7
UQCRB
RP4-734P14.4
AL139147.1
RP11-304L19.8
FAM69B
PRRT1
RP4-758J18.2
AC083843.2
RNF5
ONECUT1
POTEC
MIR217
RP11-261C10.8
RN7SL49P
BNIP3P32
Metazoa_SRP
ITFG1-AS1
CCDC63
CDK8
RP11-419C5.2
CTA-125H2.1
Metazoa_SRP
RP11-272P10.2
PCBP3
TRAJ5
LAMA1
AP006621.5
AC008836.1
GRPEL2P2
RIC8B
ULK4P1
PLK3
MPLKIP
RN7SL144P
LIPJ
EN1
PEMT
RPL32P31
TRIM51
WNK4
RNU6-940P
RP11-406A20.5
RP11-76I23.7
RPL19P14
RP11-691F15.1
NACAP5
LNPEP
RP11-64D24.4
SNORA11
AC069280.1
LINC01562
RP11-468N14.1
MIR5572
RP5-1022P6.7
RP11-18H21.3
PXT1
FAM205BP
MRPL22
AL008708.1
RP11-340E6.1
MIR6737
KRT18P37
SLC7A11
ARPC3P5
RP11-466M21.1
RP11-378G13.2
NCAN
RP1-315G1.3
RP11-144O23.22
IGHV1OR15-3
AC017053.1
RP11-57C13.4
RNU4-22P
CTB-180A7.6
RP11-767C6.1
EEF1A1P11
CDRT15P1
RP11-73B2.7
AL133391.1
ALG3P1
RP11-540B6.6
MTND2P5
RP11-650L12.1
GABRA3
DOCK10
RP11-63G10.2
DHDDS
HSFY7P
RP11-231E4.5
SIAH2-AS1
AC006042.6
RP11-38O23.4
C10orf90
MGA
CTA-722E9.1
AC022909.1
RP11-313I2.11
Y_RNA
RMI2
GALNT16
RPL21P109
FAM207BP
Y_RNA
RP11-30K9.4
RP5-940J5.9
CLEC3A
AC036178.1
UROD
VPS45
RP11-1267H10.1
RP11-953B20.1
MALAT1
AC135050.1
RP11-966I7.3
NLGN3
PGAM1P3
ARFGEF1
RP11-597D13.7
GDF9
RP11-298O21.2
MAGEE2
USP18
RPL21P11
RP11-53O19.3
RP11-712C19.1
HMGN2P7
RNA5SP183
RNU7-186P
RPL29P2
AC013439.4
SOSTDC1
CTD-3212A4.2
ZNF850
RP11-138A23.2
RP11-478C6.1
RP5-1153D9.5
DNAJB5P1
ATP5A1P10
RN7SKP297
AKAP4
HMGB1P30
MIR3194
RP11-615I2.1
RP1-40G4P.1
RP11-415C15.1
MTND3P5
CAND1
KCNJ5
SKP1P1
TTTY6
CTD-2014B16.1
AC006115.6
KCNJ11
RP13-616I3.1
RP11-428J1.4
PLEKHM1P
CRYBB1
CAPN3
CA10
RP11-153F5.3
TRAF3IP2
MEP1A
Y_RNA
AGXT2
POGK
OR5M8
MIR5192
RP11-448G15.1
PRH1-PRR4
CTD-2647L4.1
RP11-115J16.3
PRKACB
RN7SL843P
RP5-926E3.1
BCAP29
CLCA4
RNU2-60P
RHOT1P2
RLBP1
HOOK3
RP1-19N1.1
AC017078.1
MIR5001
DHX15
CACYBPP1
SNX19
SETP15
IL4
BIRC6-AS2
RPL36AP48
RNU6V
AC026799.1
RP11-163E9.1
Metazoa_SRP
RNU6-770P
ATAD3C
AC006547.14
RP11-87H9.2
RPF1
RAD54L
AC017028.7
RP3-468K18.7
RP11-563N6.6
CHORDC1
SLC18A2
AC002558.1
RP11-115H15.2
RP11-665C14.1
ZNF180
RPL23AP36
ATP6V0E1
RP11-122C5.2
AC026241.1
RP13-608F4.5
RP11-357K6.1
RP11-368J21.4
XKRYP1
OGN
Y_RNA
BTBD16
RP1-196A12.1
RP11-410K21.2
RP11-357H14.16
RP11-84O12.2
Y_RNA
AL109805.1
RP11-216P16.5
RP1-16A9.1
N4BP1
RN7SL822P
TBX19
MIR610
U7
RNU6-661P
RP11-622J9.1
JMY
AC073135.4
RP11-199H2.2
RBMX2P3
RNU6-1082P
RPL3P4
RP4-616B8.4
RP11-563N12.2
CTD-2066L21.3
AC093763.1
HMGB4
RPLP1P13
RP11-501O2.1
AC131056.6
ISLR2
BMS1P22
RP11-77K12.7
MYH7
SNORD63
OR51A1P
AC121336.1
P4HA2-AS1
SNORA74A
REXO1L8P
KC6
DUS4L
AKR1C2
RP11-114N19.3
ADCY2
TMEM86B
RP11-770E5.2
RGS20
RP11-723O4.3
RP11-169K19.1
RP11-155G14.5
EIF3I
RP13-297E16.4
TPO
RP11-164P12.3
RP11-413E1.2
RP11-368P15.3
CPEB3_ribozyme
TRBV5-5
HMGB2
FKBP4P6
FAM185A
SLC15A5
UBE2N
LSM2
RP11-1105O14.1
OR51A3P
PDE1C
SNORD35B
RP11-112L6.3
AC109460.1
SLC25A5P4
AC011290.4
RNVU1-8
ABCA1
MIR1249
RP11-484D2.4
MYLK-AS1
CELF2-AS2
RNU4-53P
FAM197Y1
NIF3L1
ANKRD1
RP11-274J15.2
CTD-2006O16.2
MCOLN2
RP5-905G11.3
MUT
RP11-476B13.2
VTA1
SNRPEP3
RP11-328J6.1
MRPS25
RP11-26E5.1
SIM2
SNORA77
TIMM9P1
RP11-362F19.1
RP11-793H4.1
RP11-360N9.3
ARHGAP23
PON1
LHX5
LINC01501
ZCCHC17
RP11-40H19.1
CSNK1G2-AS1
CC2D2A
RPSAP32
GPR35
PRG4
MZT1
AC118345.1
PCDHGA2
RP11-1072C15.7
RNU6-302P
TULP2
CTD-2015B23.2
SNORA81
KATNB1
C17orf51
DCDC1
RP5-1014O16.1
SLC25A1P2
AL139184.1
CICP14
RP11-500M8.7
S100A12
RP11-390F10.3
RP11-573J24.1
DLX6
AL132709.6
OSBPL9P4
RP11-296O14.1
ZNF248
CREM
CTD-2090I13.3
MORF4L1P5
RNU6-524P
RPL31P58
RP13-612N21.1
RP11-395N6.4
LSM6P2
RASSF4
ZDHHC6
CTD-2509G16.3
AC126281.5
RP11-666O2.5
AC068706.1
CFHR2
POU6F1
HNRNPA1P18
CSPG4
RP11-301N24.3
RP11-30K9.1
RP11-141O11.1
CALML5
RNU1-47P
XKR6
BNIP3P20
RP11-360I2.1
RPL10AP3
SNORA23
BIN3
B3GNT4
RP11-48L13.1
PLP1
PAX5
RP11-1006G14.5
RP11-884K10.6
RP1-63M2.7
PAGE2
RP11-45A12.2
RTN2
CTD-2024P10.1
MUPP
DNM1P47
pRNA
LYZ
RP11-620J15.4
XYLT2
CASC16
NFU1P1
SNORD19B
MIR4421
RPL5P20
RP5-1057J7.1
RP11-78E6.1
DDX21
AL136456.1
RP11-450H5.4
RN7SKP295
AC103563.3
Y_RNA
RP11-1260E13.1
RNU6-621P
SH3BGR
VAC14
ZNF736P2Y
RP11-609L23.1
RP11-629O4.1
DMD-AS3
LINC00606
RP11-165N19.2
C21orf91
SAP30
MIR943
SPATA13-AS1
ISG20L2
RN7SL445P
RN7SL45P
PART1_2
RP11-710F7.2
ZFYVE19
RP11-7C6.1
MIR519D
KRT18P24
Y_RNA
RN7SKP157
CTD-2583A14.10
FGFR3P1
RP11-94B19.5
RP11-981G7.3
SDCBPP1
RN7SL543P
RNU6-901P
STOX1
RP11-20G13.3
MIR1323
NR2F1
ZNF566
AC002331.1
U8
KRTAP1-5
MORF4L2
RP11-403I13.8
NAA30
MIR5194
RP13-631K18.5
PHKG1P4
RP4-740C4.7
FLJ26245
PTGS2
RP3-340H11.2
LINC01267
ZZEF1
RNU6-283P
SPZ1
ATF4P4
RP11-643G5.1
CTD-2046J7.1
CCDC90B
AC079117.3
OR8A2P
SYNJ1
RPL7AP65
ASNSP1
AL121893.1
RP11-635N19.2
UBE2Z
RP11-356C4.6
GSTO3P
RP11-359P18.2
CDK5RAP2
RP11-548K12.10
RP11-114M5.1
DUTP2
MGC39584
CYCSP17
CCDC167
MMP8
MIAT_exon5_1
ZNF132
NPPB
COX6A1P3
MIR4518
RP5-827C21.2
LINC00680
LINC01030
EEF1A1P27
MIR6865
CTB-54I1.1
FOCAD
RIMKLBP2
ICA1
MIR4659B
CYP3A52P
SLC5A10
LLNLF-158E9.1
CTD-2192J16.15
OSBPL5
CDC14C
RP11-308D16.1
TCEA1P1
C11orf53
RN7SL76P
RP11-1079K10.3
AC024084.2
MYCNOS
WIF1
RP11-338C15.5
FGFR4
AP002954.3
snoZ196
TRIM25
RP11-883G14.1
RP11-308D13.3
RP11-727A23.4
AC108867.1
WDR36
AP000577.2
RNU6-981P
RP11-474L11.3
OR1J2
AC013737.1
ATP13A5
RP11-497J7.2
MBOAT1
LINC00254
CRB3
MCF2L-AS1
RP11-553K8.5
LINC01397
XPO4
SEC14L3
RP11-287F9.2
RP11-77K12.5
TMEM30A
LL09NC01-251B2.3
CTD-2308B18.2
AL080272.1
RP1-127B20.4
RP11-174N3.4
RNU2-22P
ECHDC3
ISM1-AS1
LINC01594
RP11-810K23.9
RFPL4AP1
RPL7P1
RNU6-1165P
RP1-62D2.4
SNORA27
AC092839.3
ZGRF1
CXorf38
LINC00964
SERPINE3
AKR1B15
CH17-472G23.1
C8orf76
OR5BC1P
DDR1
RP11-338L18.1
NDUFB4P1
RP11-439K3.4
CTD-2522B17.8
NLRP4
AC073109.2
MIR8075
RNA5SP377
RPL17P40
Y_RNA
RP11-398A8.4
MBL1P
RPS3AP41
RP11-330C7.4
CR392039.2
RP11-40G16.1
NPHP3-AS1
RPL23AP19
CTSLP2
MIR7850
CDH6
SPI1
HMGB1P47
RP11-169F17.1
PGBD4
MIR1233-1
RP11-514D23.2
WDFY3-AS1
CTD-2547H18.1
AL583784.1
SLC25A5P7
RNU6-509P
GULOP
ZNF780A
ATOH7
OR5AQ1P
PNKDP1
RNU6-808P
RP11-552O4.2
AL118506.2
RP11-388N2.1
RP1-140K8.2
PPARA
SLC9A1
RP3-334F4.1
AL359955.1
ZNF425
BPI
AC093786.1
CTD-2308G16.1
LA16c-360H6.3
MIR502
NBPF9
MIR5000
ZNF778
PRB2
DEFA10P
Y_RNA
LINC01217
IGHVII-62-1
RP11-641A6.8
SNX18P25
RP13-514E23.1
HNRNPKP3
SCPEP1
TRAV18
RP11-237N19.3
ZNF487
RP11-314N13.3
GC
LYRM5
HTR1F
MIR6815
AC006000.5
RP11-56L13.4
FBXO28
PDIA3
RP11-74K11.1
LCN1P2
AC079896.1
TTPAL
SCARNA18
CTC-303L1.2
UPF2
NRK
KRT18P39
RP11-165D6.1
AC009478.1
LINC00950
C12orf77
LINC00583
RP11-49I4.3
SLPI
RP11-436H11.5
VTRNA2-1
C1QTNF9B-AS1
RPL35AP33
AC129492.1
CTD-2012J19.2
ZNF295-AS1
RP11-815J21.4
ELL2P3
AC006960.7
ITGB3BP
RP11-63E16.1
RPS15AP32
TOR4A
HAUS7
AP000221.2
MED1
RP11-152O14.4
AC007556.3
ENO1P3
CRH
RP11-10A7.1
KLHL10
AC003973.4
BNIP3P11
AC087499.10
LINC00559
CD164L2
TIMP4
RP11-216N14.5
MIR4306
RBM12
PDCD4
MAGEA5
IGKJ5
CH507-513H4.3
LINC00838
RBM43
AC004129.7
RP11-274J7.3
GS1-24F4.2
OR5A2
TTLL1
QRFP
LINC00905
CHD1
NPM1P45
AP001631.10
RP11-90H3.1
WDR90
MAPK4
CASC19
RPL34P6
RP11-759A9.2
AC008103.3
CTD-2659N19.4
NYAP2
RP11-278A23.4
CTC-529L17.2
RP11-347I19.7
AC103563.9
RP1-144C9.2
RP11-343H5.4
RP11-317B3.2
PRKAG3
RP5-1186P10.2
TET1P1
SDAD1
TTTY3
RP5-837O21.5
SNORD11
RP11-925D8.5
MARK2P14
LINC01242
AF127577.13
RP11-44M6.3
SBNO2
FCGRT
IGDCC4
HAUS5
CTD-2231E14.4
RNU1-32P
KDM4E
ZFHX2
MRPL40P1
FTH1P7
RP3-431A14.4
RBM22P4
CBY3
STXBP5-AS1
ZNF622
TRAV16
MYSM1
DDX3P1
ZNF736P10Y
AC068587.2
SKP1P3
AC025750.7
RP11-162N7.1
ANXA3
CTD-2200P10.3
RP11-550H2.1
RP11-226P1.1
CTD-2010I16.1
SPDYE3
TBC1D3P7
AL845259.2
HS3ST3A1
RP11-83B20.1
AC009005.2
CMSS1
RP13-216E22.5
RP11-467H10.2
AC002115.9
TDGF1P7
SZRD1
RP11-700H6.1
PHACTR3
AC012075.2
MYL12BP1
GPSM2
RP11-665C16.6
RP11-64K12.9
RN7SL473P
AC046130.1
RNU6-586P
RBM46
NPIPB3
RNU6-998P
ADGRA3
POLG
ADAMTS7P4
IGF1R
SAYSD1
RP11-159D12.8
LINC00709
F2RL2
RNU5A-8P
AL512359.1
RP11-66D17.3
FCF1P3
OR1B1
RP6-166C19.15
SLA
PIH1D1
UBTFL10
RP11-30K9.7
RP11-329B9.4
RP11-433J20.2
Y_RNA
RPL38
PRDM9
RP11-292E2.4
Hammerhead_HH10
LINC01514
RP11-411B10.7
AC008264.4
NPPA-AS1
PTPN12
TMPRSS9
AL133405.1
ADIPOR2
AC002383.2
TBC1D3B
TAS2R63P
SNORD114-2
RP5-1164C1.2
FGF10
RHEB
XXbac-BPG154L12.5
RASD2
ZNF318
RP11-393K19.1
RPS4XP22
PINK1-AS
CTD-2102P23.1
Y_RNA
AC011933.2
PRRT2
MIR194-1
RP11-319G9.1
RPS10-NUDT3
AC016722.4
RNU7-126P
AC105760.2
RP11-52L5.6
LAMTOR5P1
Metazoa_SRP
RPL7P32
TONSL
AC007611.1
RP11-407H12.8
KRT8P5
RMST_10
ZNF664
RP11-72H11.1
SNORA70
LINC00921
IL10RA
SF3A3P1
TYK2
GNAT2
RNU4-80P
PRELID2P1
SNORA11D
RP11-121L11.3
CYP26C1
RP11-203M5.2
ADCY10P1
AC016903.1
RP11-310P5.2
FATE1
LINC01425
FAHD2B
RP11-121E16.1
RN7SL430P
ADAM3A
AL022345.9
TIPIN
RP11-13A1.1
AC106883.1
RNU6-408P
U3
LINC00315
PSMB5
BDH1
RPL5P2
ARNT
RP11-864J10.4
CPHL1P
RP11-1118M6.2
TYW3
LRIG1
MIR515-1
NIFKP4
NR5A2
NOTCH2
C14orf79
IGHV3-21
CTD-3154N5.2
RECQL
FN3KRP
GCFC2
CTA-286B10.7
RP11-57A19.2
RP11-274H24.1
HSPE1P20
TRAV8-3
IGKV2-36
CTC-320C6.1
HK2P1
AC190387.1
SNORA70
FXYD6
RPSAP15
MRPL10
SPDYE22P
RP11-108E14.1
RP11-12M9.4
IGLVVI-22-1
RPS26P31
RASA3-IT1
RP11-429G19.3
RP11-138B9.1
PAQR3
RPL21P132
DPYSL3
CXCL8
NCAPH2
Y_RNA
RP11-6B19.3
MIR607
AC079776.3
RPS2P5
ACEA_U3
FAM124A
ANTXR2
RP11-44D19.1
RNU2-53P
APBA2
CTB-113I20.2
MINOS1
RNU6-1000P
RP4-647J21.1
SERPINI1
RP11-750I4.2
AC092965.1
RP11-876F14.2
RP11-356M6.1
CDKN2A-AS1
RP11-505P4.6
RP11-448N11.3
RP11-255H23.5
UBE2J1
KCNJ2-AS1
EOMES
AP003385.2
RP11-131L12.2
RP11-1070N10.3
DOCK9-AS2
CTD-2369P2.10
TNFAIP8L3
RP11-273B19.1
RP11-466A19.8
SPDEF
VN1R65P
IGKV1-13
KIAA1324
SPATA24
RP11-598C10.2
RN7SL823P
RPL23AP82
HIST1H3F
MIR8081
NTN5
REM2
RP11-665I14.1
MZT2B
HMGB1P23
RP11-220I1.5
PPIAP2
AJAP1
IFNA16
CTC-551A13.2
Y_RNA
AC117490.2
PTMAP6
AL132780.1
RNY4P34
RP11-315D16.2
MCL1
RP11-774O3.1
RPS27P1
ZNF630-AS1
VCAM1
POPDC3
APOH
IFNWP2
RPL5P23
ACTL7A
CTD-2380F24.1
RP11-388E23.3
RP11-345P4.7
ULK1
EIF4BP1
AP001994.1
TLK1P1
AL023876.1
EXTL2
RNA5SP462
PBX1
RP11-265D19.6
LAMTOR4
FYTTD1
NIPA2P2
A2ML1
COL19A1
PNMA6A
RP11-162A12.4
Y_RNA
RN7SL300P
TCTE1
GNG4
RNU6-564P
SLC35D3
FCRL1
HOXB-AS3
INSIG1
