activation,bn_position,model_num,neuron_idx,correlation
Sigmoid,before_bn,9,20,0.2503
Sigmoid,before_bn,9,21,-0.2181
Sigmoid,before_bn,9,22,-0.4232
Sigmoid,before_bn,9,23,0.2337
Sigmoid,before_bn,9,24,0.1614
Sigmoid,before_bn,9,25,0.0903
Sigmoid,before_bn,9,26,0.2683
Sigmoid,before_bn,9,27,0.3128
Sigmoid,before_bn,9,28,-0.0628
Sigmoid,before_bn,9,29,-0.223
Sigmoid,before_bn,9,30,-0.1783
Sigmoid,before_bn,9,31,-0.2455
Sigmoid,before_bn,9,32,-0.1952
Sigmoid,before_bn,9,33,0.022
Sigmoid,before_bn,9,34,-0.1534
Sigmoid,before_bn,9,35,-0.0184
Sigmoid,before_bn,9,36,0.2748
Sigmoid,before_bn,9,37,0.16
Sigmoid,before_bn,9,38,0.3287
Sigmoid,before_bn,9,39,0.1742
Sigmoid,before_bn,9,40,0.176
Sigmoid,before_bn,9,41,0.1972
Sigmoid,before_bn,9,42,0.2734
Sigmoid,before_bn,9,43,0.2205
Sigmoid,before_bn,9,44,-0.2751
Sigmoid,before_bn,9,45,0.1799
Sigmoid,before_bn,9,46,0.3784
Sigmoid,before_bn,9,47,0.0275
Sigmoid,before_bn,9,48,0.0729
Sigmoid,before_bn,9,49,0.1113
Sigmoid,before_bn,9,50,0.2558
Sigmoid,before_bn,9,51,0.1389
Sigmoid,before_bn,9,52,0.3852
Sigmoid,before_bn,9,53,0.4929
Sigmoid,before_bn,9,54,0.2516
Sigmoid,before_bn,9,55,0.2362
Sigmoid,before_bn,9,56,0.153
Sigmoid,before_bn,9,57,0.1491
Sigmoid,before_bn,9,58,0.0074
Sigmoid,before_bn,9,59,0.4254
Sigmoid,before_bn,9,60,-0.15
Sigmoid,before_bn,9,61,0.1889
Sigmoid,before_bn,9,62,0.1419
Sigmoid,before_bn,9,63,0.1816
Sigmoid,before_bn,10,0,0.3024
Sigmoid,before_bn,10,1,0.3557
Sigmoid,before_bn,10,2,0.3648
Sigmoid,before_bn,10,3,0.5437
Sigmoid,before_bn,10,4,0.0085
Sigmoid,before_bn,10,5,0.3344
Sigmoid,before_bn,10,6,0.591
Sigmoid,before_bn,10,7,0.2115
Sigmoid,before_bn,10,8,0.4209
Sigmoid,before_bn,10,9,0.6071
Sigmoid,before_bn,10,10,0.4591
Sigmoid,before_bn,10,11,0.2503
Sigmoid,before_bn,10,12,0.3912
Sigmoid,before_bn,10,13,0.2342
Sigmoid,before_bn,10,14,0.0017
Sigmoid,before_bn,10,15,-0.1783
Sigmoid,before_bn,10,16,0.4073
Sigmoid,before_bn,10,17,0.4092
Sigmoid,before_bn,10,18,0.1994
Sigmoid,before_bn,10,19,0.0151
Sigmoid,before_bn,10,20,0.2559
Sigmoid,before_bn,10,21,0.2212
Sigmoid,before_bn,10,22,0.0053
Sigmoid,before_bn,10,23,0.4399
Sigmoid,before_bn,10,24,0.3894
Sigmoid,before_bn,10,25,0.4858
Sigmoid,before_bn,10,26,0.3068
Sigmoid,before_bn,10,27,-0.1058
Sigmoid,before_bn,10,28,0.3247
Sigmoid,before_bn,10,29,0.4747
Sigmoid,before_bn,10,30,0.1772
Sigmoid,before_bn,10,31,-0.0074
Sigmoid,before_bn,10,32,0.3983
Sigmoid,before_bn,10,33,-0.0259
Sigmoid,before_bn,10,34,0.2494
Sigmoid,before_bn,10,35,0.5633
Sigmoid,before_bn,10,36,0.2253
Sigmoid,before_bn,10,37,0.2484
Sigmoid,before_bn,10,38,0.6562
Sigmoid,before_bn,10,39,0.3337
Sigmoid,before_bn,10,40,0.0668
Sigmoid,before_bn,10,41,-0.1173
Sigmoid,before_bn,10,42,0.2097
Sigmoid,before_bn,10,43,0.304
Sigmoid,before_bn,10,44,0.4447
Sigmoid,before_bn,10,45,0.0256
Sigmoid,before_bn,10,46,0.1172
Sigmoid,before_bn,10,47,0.106
Sigmoid,before_bn,10,48,0.2672
Sigmoid,before_bn,10,49,0.3224
Sigmoid,before_bn,10,50,0.0468
Sigmoid,before_bn,10,51,0.5353
Sigmoid,before_bn,10,52,0.667
Sigmoid,before_bn,10,53,0.4366
Sigmoid,before_bn,10,54,0.2821
Sigmoid,before_bn,10,55,0.5383
Sigmoid,before_bn,10,56,0.4949
Sigmoid,before_bn,10,57,-0.0868
Sigmoid,before_bn,10,58,0.3638
Sigmoid,before_bn,10,59,0.1195
Sigmoid,before_bn,10,60,0.255
Sigmoid,before_bn,10,61,0.2897
Sigmoid,before_bn,10,62,-0.0311
Sigmoid,before_bn,10,63,0.5525
Sigmoid,before_bn,11,0,0.4859
Sigmoid,before_bn,11,1,0.1428
Sigmoid,before_bn,11,2,0.3482
Sigmoid,before_bn,11,3,0.3497
Sigmoid,before_bn,11,4,0.3562
Sigmoid,before_bn,11,5,0.2202
Sigmoid,before_bn,11,6,0.2833
Sigmoid,before_bn,11,7,0.2037
Sigmoid,before_bn,11,8,-0.1661
Sigmoid,before_bn,11,9,-0.1719
Sigmoid,before_bn,11,10,0.3432
Sigmoid,before_bn,11,11,0.3708
Sigmoid,before_bn,11,12,-0.1697
Sigmoid,before_bn,11,13,-0.3886
Sigmoid,before_bn,11,14,-0.1642
Sigmoid,before_bn,11,15,0.4749
Sigmoid,before_bn,11,16,0.0915
Sigmoid,before_bn,11,17,0.1919
Sigmoid,before_bn,11,18,-0.2367
Sigmoid,before_bn,11,19,0.3987
Sigmoid,before_bn,11,20,0.4657
Sigmoid,before_bn,11,21,-0.2429
Sigmoid,before_bn,11,22,0.3643
Sigmoid,before_bn,11,23,0.2728
Sigmoid,before_bn,11,24,0.2535
Sigmoid,before_bn,11,25,-0.1235
Sigmoid,before_bn,11,26,0.1546
Sigmoid,before_bn,11,27,-0.1107
Sigmoid,before_bn,11,28,0.3811
Sigmoid,before_bn,11,29,-0.1344
Sigmoid,before_bn,11,30,0.4117
Sigmoid,before_bn,11,31,0.3425
Sigmoid,before_bn,11,32,0.1593
Sigmoid,before_bn,11,33,-0.2156
Sigmoid,before_bn,11,34,-0.5475
Sigmoid,before_bn,11,35,0.3734
Sigmoid,before_bn,11,36,-0.1898
Sigmoid,before_bn,11,37,0.1554
Sigmoid,before_bn,11,38,0.2754
Sigmoid,before_bn,11,39,0.276
Sigmoid,before_bn,11,40,-0.4082
Sigmoid,before_bn,11,41,0.3093
Sigmoid,before_bn,11,42,0.5574
Sigmoid,before_bn,11,43,0.3856
Sigmoid,before_bn,11,44,0.4545
Sigmoid,before_bn,11,45,-0.0919
Sigmoid,before_bn,11,46,0.452
Sigmoid,before_bn,11,47,-0.3331
Sigmoid,before_bn,11,48,-0.066
Sigmoid,before_bn,11,49,0.2303
Sigmoid,before_bn,11,50,0.2492
Sigmoid,before_bn,11,51,0.4932
Sigmoid,before_bn,11,52,0.1543
Sigmoid,before_bn,11,53,-0.2037
Sigmoid,before_bn,11,54,0.3532
Sigmoid,before_bn,11,55,0.2066
Sigmoid,before_bn,11,56,-0.0207
Sigmoid,before_bn,11,57,0.1284
Sigmoid,before_bn,11,58,0.2839
Sigmoid,before_bn,11,59,0.3557
Sigmoid,before_bn,11,60,0.2052
Sigmoid,before_bn,11,61,0.4491
Sigmoid,before_bn,11,62,-0.168
Sigmoid,before_bn,11,63,0.2918
Sigmoid,before_bn,12,0,0.8681
Sigmoid,before_bn,12,1,0.7713
Sigmoid,before_bn,12,2,0.038
Sigmoid,before_bn,12,3,0.1585
Sigmoid,before_bn,12,4,0.5562
Sigmoid,before_bn,12,5,0.5718
Sigmoid,before_bn,12,6,-0.0767
Sigmoid,before_bn,12,7,0.4967
Sigmoid,before_bn,12,8,0.3281
Sigmoid,before_bn,12,9,0.5161
Sigmoid,before_bn,12,10,0.7545
Sigmoid,before_bn,12,11,0.7324
Sigmoid,before_bn,12,12,0.264
Sigmoid,before_bn,12,13,0.5355
Sigmoid,before_bn,12,14,0.3763
Sigmoid,before_bn,12,15,-0.2632
Sigmoid,before_bn,12,16,0.7548
Sigmoid,before_bn,12,17,0.5809
Sigmoid,before_bn,12,18,0.6471
Sigmoid,before_bn,12,19,0.6142
Sigmoid,before_bn,12,20,0.4606
Sigmoid,before_bn,12,21,0.8031
Sigmoid,before_bn,12,22,0.6367
Sigmoid,before_bn,12,23,0.696
Sigmoid,before_bn,12,24,0.1325
Sigmoid,before_bn,12,25,-0.2249
Sigmoid,before_bn,12,26,0.6985
Sigmoid,before_bn,12,27,0.2008
Sigmoid,before_bn,12,28,0.3386
Sigmoid,before_bn,12,29,-0.0058
Sigmoid,before_bn,12,30,0.5486
Sigmoid,before_bn,12,31,0.6252
Sigmoid,before_bn,12,32,0.3195
Sigmoid,before_bn,12,33,0.6478
Sigmoid,before_bn,12,34,0.6386
Sigmoid,before_bn,12,35,0.4836
Sigmoid,before_bn,12,36,0.6324
Sigmoid,before_bn,12,37,-0.2147
Sigmoid,before_bn,12,38,-0.0702
Sigmoid,before_bn,12,39,0.4399
Sigmoid,before_bn,12,40,0.7965
Sigmoid,before_bn,12,41,0.6954
Sigmoid,before_bn,12,42,0.5252
Sigmoid,before_bn,12,43,-0.5701
Sigmoid,before_bn,12,44,0.0539
Sigmoid,before_bn,12,45,-0.0135
Sigmoid,before_bn,12,46,0.1325
Sigmoid,before_bn,12,47,0.6508
Sigmoid,before_bn,12,48,0.5187
Sigmoid,before_bn,12,49,0.0531
Sigmoid,before_bn,12,50,0.3829
Sigmoid,before_bn,12,51,0.5834
Sigmoid,before_bn,12,52,0.3455
Sigmoid,before_bn,12,53,0.1758
Sigmoid,before_bn,12,54,0.6618
Sigmoid,before_bn,12,55,0.6695
Sigmoid,before_bn,12,56,0.7104
Sigmoid,before_bn,12,57,0.6611
Sigmoid,before_bn,12,58,0.7557
Sigmoid,before_bn,12,59,0.6074
Sigmoid,before_bn,12,60,0.4674
Sigmoid,before_bn,12,61,0.7973
Sigmoid,before_bn,12,62,0.7315
Sigmoid,before_bn,12,63,0.7451
Sigmoid,before_bn,13,0,0.7324
Sigmoid,before_bn,13,1,0.7476
Sigmoid,before_bn,13,2,0.824
Sigmoid,before_bn,13,3,0.6641
Sigmoid,before_bn,13,4,0.827
Sigmoid,before_bn,13,5,0.5859
Sigmoid,before_bn,13,6,0.5897
Sigmoid,before_bn,13,7,0.5499
Sigmoid,before_bn,13,8,0.6876
Sigmoid,before_bn,13,9,0.4646
Sigmoid,before_bn,13,10,0.5527
Sigmoid,before_bn,13,11,0.4002
Sigmoid,before_bn,13,12,0.434
Sigmoid,before_bn,13,13,0.8337
Sigmoid,before_bn,13,14,0.2604
Sigmoid,before_bn,13,15,0.7651
Sigmoid,before_bn,13,16,0.7455
Sigmoid,before_bn,13,17,0.6924
Sigmoid,before_bn,13,18,0.6229
Sigmoid,before_bn,13,19,0.7726
Sigmoid,before_bn,13,20,0.605
Sigmoid,before_bn,13,21,0.7324
Sigmoid,before_bn,13,22,0.6324
Sigmoid,before_bn,13,23,0.6403
Sigmoid,before_bn,13,24,0.6223
Sigmoid,before_bn,13,25,0.3562
Sigmoid,before_bn,13,26,0.6418
Sigmoid,before_bn,13,27,0.5626
Sigmoid,before_bn,13,28,0.25
Sigmoid,before_bn,13,29,0.6903
Sigmoid,before_bn,13,30,0.8188
Sigmoid,before_bn,13,31,0.5034
Sigmoid,before_bn,13,32,0.3172
Sigmoid,before_bn,13,33,0.6592
Sigmoid,before_bn,13,34,-0.0035
Sigmoid,before_bn,13,35,0.4098
Sigmoid,before_bn,13,36,0.1641
Sigmoid,before_bn,13,37,0.6661
Sigmoid,before_bn,13,38,0.6078
Sigmoid,before_bn,13,39,0.6619
Sigmoid,before_bn,13,40,0.7489
Sigmoid,before_bn,13,41,0.6447
Sigmoid,before_bn,13,42,0.4877
Sigmoid,before_bn,13,43,0.8371
Sigmoid,before_bn,13,44,0.847
Sigmoid,before_bn,13,45,0.6116
Sigmoid,before_bn,13,46,0.7945
Sigmoid,before_bn,13,47,0.5745
Sigmoid,before_bn,13,48,0.864
Sigmoid,before_bn,13,49,0.7775
Sigmoid,before_bn,13,50,0.437
Sigmoid,before_bn,13,51,0.8335
Sigmoid,before_bn,13,52,0.7297
Sigmoid,before_bn,13,53,0.6444
Sigmoid,before_bn,13,54,0.5551
Sigmoid,before_bn,13,55,0.5839
Sigmoid,before_bn,13,56,0.6958
Sigmoid,before_bn,13,57,0.3176
Sigmoid,before_bn,13,58,0.6957
Sigmoid,before_bn,13,59,0.5177
Sigmoid,before_bn,13,60,0.6589
Sigmoid,before_bn,13,61,0.7164
Sigmoid,before_bn,13,62,0.4616
Sigmoid,before_bn,13,63,0.4203
Sigmoid,before_bn,14,0,0.4702
Sigmoid,before_bn,14,1,0.6615
Sigmoid,before_bn,14,2,0.2972
Sigmoid,before_bn,14,3,0.8018
Sigmoid,before_bn,14,4,0.8085
Sigmoid,before_bn,14,5,0.751
Sigmoid,before_bn,14,6,0.558
Sigmoid,before_bn,14,7,0.514
Sigmoid,before_bn,14,8,-0.3145
Sigmoid,before_bn,14,9,0.7955
Sigmoid,before_bn,14,10,0.7523
Sigmoid,before_bn,14,11,0.6155
Sigmoid,before_bn,14,12,0.6084
Sigmoid,before_bn,14,13,0.5002
Sigmoid,before_bn,14,14,0.0375
Sigmoid,before_bn,14,15,0.6928
Sigmoid,before_bn,14,16,0.6898
Sigmoid,before_bn,14,17,0.6826
Sigmoid,before_bn,14,18,0.5418
Sigmoid,before_bn,14,19,0.6426
Sigmoid,before_bn,14,20,0.7328
Sigmoid,before_bn,14,21,-0.2263
Sigmoid,before_bn,14,22,0.6395
Sigmoid,before_bn,14,23,0.6315
Sigmoid,before_bn,14,24,0.8187
Sigmoid,before_bn,14,25,0.3934
Sigmoid,before_bn,14,26,0.693
Sigmoid,before_bn,14,27,0.7702
Sigmoid,before_bn,14,28,0.1536
Sigmoid,before_bn,14,29,0.7862
Sigmoid,before_bn,14,30,0.3514
Sigmoid,before_bn,14,31,0.5684
Sigmoid,before_bn,14,32,0.7189
Sigmoid,before_bn,14,33,-0.2645
Sigmoid,before_bn,14,34,0.8132
Sigmoid,before_bn,14,35,0.6943
Sigmoid,before_bn,14,36,0.6752
Sigmoid,before_bn,14,37,0.2942
Sigmoid,before_bn,14,38,0.7221
Sigmoid,before_bn,14,39,-0.1367
Sigmoid,before_bn,14,40,0.6545
Sigmoid,before_bn,14,41,0.674
Sigmoid,before_bn,14,42,-0.6667
Sigmoid,before_bn,14,43,0.7856
Sigmoid,before_bn,14,44,0.7332
Sigmoid,before_bn,14,45,0.8472
Sigmoid,before_bn,14,46,0.3027
Sigmoid,before_bn,14,47,0.7959
Sigmoid,before_bn,14,48,0.6045
Sigmoid,before_bn,14,49,0.6107
Sigmoid,before_bn,14,50,0.2181
Sigmoid,before_bn,14,51,0.0814
Sigmoid,before_bn,14,52,-0.2981
Sigmoid,before_bn,14,53,0.6727
Sigmoid,before_bn,14,54,0.6222
Sigmoid,before_bn,14,55,0.5711
Sigmoid,before_bn,14,56,0.875
Sigmoid,before_bn,14,57,0.6447
Sigmoid,before_bn,14,58,0.7391
Sigmoid,before_bn,14,59,0.736
Sigmoid,before_bn,14,60,0.2004
Sigmoid,before_bn,14,61,0.807
Sigmoid,before_bn,14,62,0.8435
Sigmoid,before_bn,14,63,0.3966
Sigmoid,before_bn,15,0,0.4307
Sigmoid,before_bn,15,1,0.0846
Sigmoid,before_bn,15,2,0.0528
Sigmoid,before_bn,15,3,0.8578
Sigmoid,before_bn,15,4,0.7059
Sigmoid,before_bn,15,5,-0.0099
Sigmoid,before_bn,15,6,0.7115
Sigmoid,before_bn,15,7,0.3378
Sigmoid,before_bn,15,8,0.6739
Sigmoid,before_bn,15,9,0.1274
Sigmoid,before_bn,15,10,0.5795
Sigmoid,before_bn,15,11,0.3784
Sigmoid,before_bn,15,12,0.7082
Sigmoid,before_bn,15,13,-0.0334
Sigmoid,before_bn,15,14,0.631
Sigmoid,before_bn,15,15,0.683
Sigmoid,before_bn,15,16,0.4545
Sigmoid,before_bn,15,17,0.457
Sigmoid,before_bn,15,18,0.4736
Sigmoid,before_bn,15,19,0.6277
Sigmoid,before_bn,15,20,0.2256
Sigmoid,before_bn,15,21,0.1424
Sigmoid,before_bn,15,22,0.4268
Sigmoid,before_bn,15,23,0.1581
Sigmoid,before_bn,15,24,0.457
Sigmoid,before_bn,15,25,0.5039
Sigmoid,before_bn,15,26,0.7497
Sigmoid,before_bn,15,27,0.5797
Sigmoid,before_bn,15,28,0.1603
Sigmoid,before_bn,15,29,0.7236
Sigmoid,before_bn,15,30,0.3263
Sigmoid,before_bn,15,31,-0.4234
Sigmoid,before_bn,15,32,0.8083
Sigmoid,before_bn,15,33,-0.0416
Sigmoid,before_bn,15,34,0.8036
Sigmoid,before_bn,15,35,0.6476
Sigmoid,before_bn,15,36,0.12
Sigmoid,before_bn,15,37,0.5486
Sigmoid,before_bn,15,38,0.4719
Sigmoid,before_bn,15,39,0.2501
Sigmoid,before_bn,15,40,0.6439
Sigmoid,before_bn,15,41,0.5247
Sigmoid,before_bn,15,42,0.8044
Sigmoid,before_bn,15,43,0.5397
Sigmoid,before_bn,15,44,0.8038
Sigmoid,before_bn,15,45,-0.4533
Sigmoid,before_bn,15,46,0.3964
Sigmoid,before_bn,15,47,0.1347
Sigmoid,before_bn,15,48,0.653
Sigmoid,before_bn,15,49,0.2677
Sigmoid,before_bn,15,50,0.2009
Sigmoid,before_bn,15,51,0.5753
Sigmoid,before_bn,15,52,0.0099
Sigmoid,before_bn,15,53,0.3531
Sigmoid,before_bn,15,54,0.2227
Sigmoid,before_bn,15,55,0.3763
Sigmoid,before_bn,15,56,0.2578
Sigmoid,before_bn,15,57,0.168
Sigmoid,before_bn,15,58,0.2755
Sigmoid,before_bn,15,59,0.3387
Sigmoid,before_bn,15,60,0.4973
Sigmoid,before_bn,15,61,0.1403
Sigmoid,before_bn,15,62,0.6121
Sigmoid,before_bn,15,63,0.7766
Sigmoid,before_bn,16,0,0.4393
Sigmoid,before_bn,16,1,0.7969
Sigmoid,before_bn,16,2,0.6892
Sigmoid,before_bn,16,3,-0.0312
Sigmoid,before_bn,16,4,0.3883
Sigmoid,before_bn,16,5,0.5126
Sigmoid,before_bn,16,6,0.7322
Sigmoid,before_bn,16,7,0.4731
Sigmoid,before_bn,16,8,0.4938
Sigmoid,before_bn,16,9,0.3407
Sigmoid,before_bn,16,10,-0.4232
Sigmoid,before_bn,16,11,0.6376
Sigmoid,before_bn,16,12,0.379
Sigmoid,before_bn,16,13,0.408
Sigmoid,before_bn,16,14,0.7755
Sigmoid,before_bn,16,15,0.1525
Sigmoid,before_bn,16,16,0.0878
Sigmoid,before_bn,16,17,0.7598
Sigmoid,before_bn,16,18,0.6225
Sigmoid,before_bn,16,19,0.054
Sigmoid,before_bn,16,20,0.6169
Sigmoid,before_bn,16,21,0.2997
Sigmoid,before_bn,16,22,0.313
Sigmoid,before_bn,16,23,0.3681
Sigmoid,before_bn,16,24,0.2111
Sigmoid,before_bn,16,25,0.3125
Sigmoid,before_bn,16,26,0.3016
Sigmoid,before_bn,16,27,0.4505
Sigmoid,before_bn,16,28,-0.0298
Sigmoid,before_bn,16,29,0.7773
Sigmoid,before_bn,16,30,0.4061
Sigmoid,before_bn,16,31,0.4544
Sigmoid,before_bn,16,32,0.5495
Sigmoid,before_bn,16,33,0.4617
Sigmoid,before_bn,16,34,0.5319
Sigmoid,before_bn,16,35,0.6531
Sigmoid,before_bn,16,36,0.0731
Sigmoid,before_bn,16,37,0.5158
Sigmoid,before_bn,16,38,0.604
Sigmoid,before_bn,16,39,0.0972
Sigmoid,before_bn,16,40,0.6022
Sigmoid,before_bn,16,41,0.6754
Sigmoid,before_bn,16,42,0.5598
Sigmoid,before_bn,16,43,0.1446
Sigmoid,before_bn,16,44,0.5247
Sigmoid,before_bn,16,45,0.6938
Sigmoid,before_bn,16,46,0.3859
Sigmoid,before_bn,16,47,0.3298
Sigmoid,before_bn,16,48,0.6086
Sigmoid,before_bn,16,49,0.4582
Sigmoid,before_bn,16,50,0.0908
Sigmoid,before_bn,16,51,0.4345
Sigmoid,before_bn,16,52,0.3796
Sigmoid,before_bn,16,53,0.4309
Sigmoid,before_bn,16,54,0.0314
Sigmoid,before_bn,16,55,0.1778
Sigmoid,before_bn,16,56,0.7278
Sigmoid,before_bn,16,57,0.182
Sigmoid,before_bn,16,58,0.5981
Sigmoid,before_bn,16,59,0.2524
Sigmoid,before_bn,16,60,0.5636
Sigmoid,before_bn,16,61,0.2573
Sigmoid,before_bn,16,62,0.5326
Sigmoid,before_bn,16,63,0.5325
Sigmoid,before_bn,17,0,-0.0366
Sigmoid,before_bn,17,1,0.7109
Sigmoid,before_bn,17,2,0.7441
Sigmoid,before_bn,17,3,0.0512
Sigmoid,before_bn,17,4,0.0767
Sigmoid,before_bn,17,5,0.6893
Sigmoid,before_bn,17,6,0.238
Sigmoid,before_bn,17,7,0.6482
Sigmoid,before_bn,17,8,0.317
Sigmoid,before_bn,17,9,0.632
Sigmoid,before_bn,17,10,0.6891
Sigmoid,before_bn,17,11,0.2223
Sigmoid,before_bn,17,12,0.2851
Sigmoid,before_bn,17,13,0.3134
Sigmoid,before_bn,17,14,0.1628
Sigmoid,before_bn,17,15,0.1878
Sigmoid,before_bn,17,16,0.8503
Sigmoid,before_bn,17,17,0.5375
Sigmoid,before_bn,17,18,0.5269
Sigmoid,before_bn,17,19,-0.1798
Sigmoid,before_bn,17,20,0.6939
Sigmoid,before_bn,17,21,0.7925
Sigmoid,before_bn,17,22,0.5591
Sigmoid,before_bn,17,23,0.6929
Sigmoid,before_bn,17,24,0.1474
Sigmoid,before_bn,17,25,0.4267
Sigmoid,before_bn,17,26,0.6645
Sigmoid,before_bn,17,27,0.2686
Sigmoid,before_bn,17,28,0.37
Sigmoid,before_bn,17,29,0.3411
Sigmoid,before_bn,17,30,0.2321
Sigmoid,before_bn,17,31,0.2948
Sigmoid,before_bn,17,32,0.8214
Sigmoid,before_bn,17,33,0.5941
Sigmoid,before_bn,17,34,0.5428
Sigmoid,before_bn,17,35,0.8037
Sigmoid,before_bn,17,36,0.829
Sigmoid,before_bn,17,37,0.6114
Sigmoid,before_bn,17,38,0.5942
Sigmoid,before_bn,17,39,0.7477
Sigmoid,before_bn,17,40,0.5432
Sigmoid,before_bn,17,41,0.2243
Sigmoid,before_bn,17,42,0.4889
Sigmoid,before_bn,17,43,0.3197
Sigmoid,before_bn,17,44,0.6295
Sigmoid,before_bn,17,45,0.3169
Sigmoid,before_bn,17,46,0.5594
Sigmoid,before_bn,17,47,0.16
Sigmoid,before_bn,17,48,0.6456
Sigmoid,before_bn,17,49,0.6916
Sigmoid,before_bn,17,50,0.3953
Sigmoid,before_bn,17,51,0.6289
Sigmoid,before_bn,17,52,-0.0395
Sigmoid,before_bn,17,53,0.2848
Sigmoid,before_bn,17,54,0.7398
Sigmoid,before_bn,17,55,0.8321
Sigmoid,before_bn,17,56,0.0601
Sigmoid,before_bn,17,57,0.7691
Sigmoid,before_bn,17,58,0.4713
Sigmoid,before_bn,17,59,0.3219
Sigmoid,before_bn,17,60,0.8926
Sigmoid,before_bn,17,61,0.5997
Sigmoid,before_bn,17,62,0.2479
Sigmoid,before_bn,17,63,-0.2191
Sigmoid,before_bn,18,0,0.3318
Sigmoid,before_bn,18,1,0.2843
Sigmoid,before_bn,18,2,-0.2017
Sigmoid,before_bn,18,3,-0.1731
Sigmoid,before_bn,18,4,0.6513
Sigmoid,before_bn,18,5,0.3681
Sigmoid,before_bn,18,6,0.2958
Sigmoid,before_bn,18,7,0.3844
Sigmoid,before_bn,18,8,-0.092
Sigmoid,before_bn,18,9,0.3951
Sigmoid,before_bn,18,10,0.3472
Sigmoid,before_bn,18,11,0.3236
Sigmoid,before_bn,18,12,0.5982
Sigmoid,before_bn,18,13,0.5107
Sigmoid,before_bn,18,14,0.4245
Sigmoid,before_bn,18,15,0.1591
Sigmoid,before_bn,18,16,-0.3091
Sigmoid,before_bn,18,17,-0.1975
Sigmoid,before_bn,18,18,0.3631
Sigmoid,before_bn,18,19,0.0585
Sigmoid,before_bn,18,20,-0.4921
Sigmoid,before_bn,18,21,-0.2991
Sigmoid,before_bn,18,22,0.7206
Sigmoid,before_bn,18,23,-0.0641
Sigmoid,before_bn,18,24,0.381
Sigmoid,before_bn,18,25,0.6747
Sigmoid,before_bn,18,26,0.3531
Sigmoid,before_bn,18,27,0.5581
Sigmoid,before_bn,18,28,0.4594
Sigmoid,before_bn,18,29,0.2397
Sigmoid,before_bn,18,30,0.3473
Sigmoid,before_bn,18,31,-0.166
Sigmoid,before_bn,18,32,0.5391
Sigmoid,before_bn,18,33,0.6497
Sigmoid,before_bn,18,34,0.3497
Sigmoid,before_bn,18,35,0.142
Sigmoid,before_bn,18,36,0.5865
Sigmoid,before_bn,18,37,0.3117
Sigmoid,before_bn,18,38,0.4365
Sigmoid,before_bn,18,39,-0.1374
Sigmoid,before_bn,18,40,0.4701
Sigmoid,before_bn,18,41,-0.2446
Sigmoid,before_bn,18,42,0.4217
Sigmoid,before_bn,18,43,0.5452
Sigmoid,before_bn,18,44,-0.1209
Sigmoid,before_bn,18,45,-0.2854
Sigmoid,before_bn,18,46,0.3004
Sigmoid,before_bn,18,47,0.4435
Sigmoid,before_bn,18,48,-0.2128
Sigmoid,before_bn,18,49,-0.2957
Sigmoid,before_bn,18,50,0.5292
Sigmoid,before_bn,18,51,0.5643
Sigmoid,before_bn,18,52,-0.2395
Sigmoid,before_bn,18,53,0.0678
Sigmoid,before_bn,18,54,-0.5032
Sigmoid,before_bn,18,55,0.257
Sigmoid,before_bn,18,56,0.4778
Sigmoid,before_bn,18,57,-0.2783
Sigmoid,before_bn,18,58,0.0276
Sigmoid,before_bn,18,59,0.4066
Sigmoid,before_bn,18,60,0.3446
Sigmoid,before_bn,18,61,0.6569
Sigmoid,before_bn,18,62,0.1573
Sigmoid,before_bn,18,63,-0.2132
Sigmoid,before_bn,19,0,0.0814
Sigmoid,before_bn,19,1,0.5892
Sigmoid,before_bn,19,2,0.6932
Sigmoid,before_bn,19,3,-0.6686
Sigmoid,before_bn,19,4,-0.008
Sigmoid,before_bn,19,5,0.4486
Sigmoid,before_bn,19,6,0.559
Sigmoid,before_bn,19,7,0.6976
Sigmoid,before_bn,19,8,-0.6011
Sigmoid,before_bn,19,9,0.7611
Sigmoid,before_bn,19,10,-0.0064
Sigmoid,before_bn,19,11,0.6599
Sigmoid,before_bn,19,12,0.4442
Sigmoid,before_bn,19,13,0.2728
Sigmoid,before_bn,19,14,0.3878
Sigmoid,before_bn,19,15,-0.758
Sigmoid,before_bn,19,16,0.2002
Sigmoid,before_bn,19,17,0.0998
Sigmoid,before_bn,19,18,0.6803
Sigmoid,before_bn,19,19,0.5383
Sigmoid,before_bn,19,20,0.5109
Sigmoid,before_bn,19,21,-0.0814
Sigmoid,before_bn,19,22,0.3792
Sigmoid,before_bn,19,23,0.088
Sigmoid,before_bn,19,24,-0.4599
Sigmoid,before_bn,19,25,0.4625
Sigmoid,before_bn,19,26,0.1958
Sigmoid,before_bn,19,27,0.4965
Sigmoid,before_bn,19,28,0.257
Sigmoid,before_bn,19,29,0.6217
Sigmoid,before_bn,19,30,-0.4239
Sigmoid,before_bn,19,31,0.4118
Sigmoid,before_bn,19,32,0.5798
Sigmoid,before_bn,19,33,0.7268
Sigmoid,before_bn,19,34,-0.0691
Sigmoid,before_bn,19,35,0.572
Sigmoid,before_bn,19,36,0.4713
Sigmoid,before_bn,19,37,-0.5915
Sigmoid,before_bn,19,38,0.7134
Sigmoid,before_bn,19,39,-0.3321
Sigmoid,before_bn,19,40,0.3916
Sigmoid,before_bn,19,41,0.722
Sigmoid,before_bn,19,42,0.2656
Sigmoid,before_bn,19,43,0.6516
