model_type,model_id,layer_name,layer_type,layer_index,neuron_position,correlation_coef
small,model_18,Encoder_8,Encoder,8,10,0.1441
small,model_18,Encoder_8,Encoder,8,11,0.6781
small,model_18,Encoder_8,Encoder,8,12,0.7057
small,model_18,Encoder_8,Encoder,8,13,0.6449
small,model_18,Encoder_8,Encoder,8,14,0.4088
small,model_18,Encoder_8,Encoder,8,15,0.4819
small,model_18,Encoder_8,Encoder,8,16,0.7319
small,model_18,Encoder_8,Encoder,8,17,0.665
small,model_18,Encoder_8,Encoder,8,18,0.622
small,model_18,Encoder_8,Encoder,8,19,0.3584
small,model_18,Encoder_8,Encoder,8,20,0.7497
small,model_18,Encoder_8,Encoder,8,21,0.6331
small,model_18,Encoder_8,Encoder,8,22,0.576
small,model_18,Encoder_8,Encoder,8,23,0.7503
small,model_18,Encoder_8,Encoder,8,24,0.6998
small,model_18,Encoder_8,Encoder,8,25,0.2864
small,model_18,Encoder_8,Encoder,8,26,0.6812
small,model_18,Encoder_8,Encoder,8,27,0.6814
small,model_18,Encoder_8,Encoder,8,28,0.519
small,model_18,Encoder_8,Encoder,8,29,0.7646
small,model_18,Encoder_8,Encoder,8,30,0.5188
small,model_18,Encoder_8,Encoder,8,31,0.214
small,model_18,Encoder_8,Encoder,8,32,0.583
small,model_18,Encoder_8,Encoder,8,33,0.8168
small,model_18,Encoder_8,Encoder,8,34,0.5505
small,model_18,Encoder_8,Encoder,8,35,0.7818
small,model_18,Encoder_8,Encoder,8,36,0.5091
small,model_18,Encoder_8,Encoder,8,37,0.7507
small,model_18,Encoder_8,Encoder,8,38,0.7785
small,model_18,Encoder_8,Encoder,8,39,0.7188
small,model_18,Encoder_8,Encoder,8,40,0.5507
small,model_18,Encoder_8,Encoder,8,41,0.6156
small,model_18,Encoder_8,Encoder,8,42,0.7179
small,model_18,Encoder_8,Encoder,8,43,0.5839
small,model_18,Encoder_8,Encoder,8,44,0.4007
small,model_18,Encoder_8,Encoder,8,45,0.6176
small,model_18,Encoder_8,Encoder,8,46,0.6861
small,model_18,Encoder_8,Encoder,8,47,0.5729
small,model_18,Encoder_8,Encoder,8,48,0.6463
small,model_18,Encoder_8,Encoder,8,49,0.5729
small,model_18,Encoder_8,Encoder,8,50,0.7095
small,model_18,Encoder_8,Encoder,8,51,0.5188
small,model_18,Encoder_8,Encoder,8,52,0.4051
small,model_18,Encoder_8,Encoder,8,53,0.5886
small,model_18,Encoder_8,Encoder,8,54,0.2134
small,model_18,Encoder_8,Encoder,8,55,0.699
small,model_18,Encoder_8,Encoder,8,56,0.3585
small,model_18,Encoder_8,Encoder,8,57,0.5053
small,model_18,Encoder_8,Encoder,8,58,0.6855
small,model_18,Encoder_8,Encoder,8,59,0.3612
small,model_18,Encoder_8,Encoder,8,60,0.4453
small,model_18,Encoder_8,Encoder,8,61,0.7507
small,model_18,Encoder_8,Encoder,8,62,0.6707
small,model_18,Encoder_8,Encoder,8,63,0.4285
small,model_18,Decoder_0,Decoder,0,0,0.5033
small,model_18,Decoder_0,Decoder,0,1,0.6434
small,model_18,Decoder_0,Decoder,0,2,0.6331
small,model_18,Decoder_0,Decoder,0,3,0.7434
small,model_18,Decoder_0,Decoder,0,4,0.6575
small,model_18,Decoder_0,Decoder,0,5,0.1267
small,model_18,Decoder_0,Decoder,0,6,0.5183
small,model_18,Decoder_0,Decoder,0,7,0.6842
small,model_18,Decoder_0,Decoder,0,8,0.4962
small,model_18,Decoder_0,Decoder,0,9,0.591
small,model_18,Decoder_0,Decoder,0,10,0.5751
small,model_18,Decoder_0,Decoder,0,11,0.7929
small,model_18,Decoder_0,Decoder,0,12,0.5546
small,model_18,Decoder_0,Decoder,0,13,0.7392
small,model_18,Decoder_0,Decoder,0,14,0.6743
small,model_18,Decoder_0,Decoder,0,15,0.7592
small,model_18,Decoder_0,Decoder,0,16,0.7485
small,model_18,Decoder_0,Decoder,0,17,0.7972
small,model_18,Decoder_0,Decoder,0,18,0.6858
small,model_18,Decoder_0,Decoder,0,19,0.6111
small,model_18,Decoder_0,Decoder,0,20,0.5414
small,model_18,Decoder_0,Decoder,0,21,0.5811
small,model_18,Decoder_0,Decoder,0,22,0.4885
small,model_18,Decoder_0,Decoder,0,23,0.6738
small,model_18,Decoder_0,Decoder,0,24,0.3232
small,model_18,Decoder_0,Decoder,0,25,0.3593
small,model_18,Decoder_0,Decoder,0,26,0.3198
small,model_18,Decoder_0,Decoder,0,27,0.7834
small,model_18,Decoder_0,Decoder,0,28,0.2696
small,model_18,Decoder_0,Decoder,0,29,0.5955
small,model_18,Decoder_0,Decoder,0,30,0.4234
small,model_18,Decoder_0,Decoder,0,31,0.5916
small,model_18,Decoder_0,Decoder,0,32,0.6777
small,model_18,Decoder_0,Decoder,0,33,0.7025
small,model_18,Decoder_0,Decoder,0,34,0.6797
small,model_18,Decoder_0,Decoder,0,35,0.2411
small,model_18,Decoder_0,Decoder,0,36,0.8435
small,model_18,Decoder_0,Decoder,0,37,0.7273
small,model_18,Decoder_0,Decoder,0,38,0.5214
small,model_18,Decoder_0,Decoder,0,39,0.6956
small,model_18,Decoder_0,Decoder,0,40,0.8256
small,model_18,Decoder_0,Decoder,0,41,0.4212
small,model_18,Decoder_0,Decoder,0,42,0.6221
small,model_18,Decoder_0,Decoder,0,43,0.605
small,model_18,Decoder_0,Decoder,0,44,0.2164
small,model_18,Decoder_0,Decoder,0,45,0.0946
small,model_18,Decoder_0,Decoder,0,46,0.5874
small,model_18,Decoder_0,Decoder,0,47,0.5289
small,model_18,Decoder_0,Decoder,0,48,0.783
small,model_18,Decoder_0,Decoder,0,49,0.4244
small,model_18,Decoder_0,Decoder,0,50,0.7573
small,model_18,Decoder_0,Decoder,0,51,0.6344
small,model_18,Decoder_0,Decoder,0,52,0.559
small,model_18,Decoder_0,Decoder,0,53,0.615
small,model_18,Decoder_0,Decoder,0,54,0.7822
small,model_18,Decoder_0,Decoder,0,55,0.4097
small,model_18,Decoder_0,Decoder,0,56,0.7022
small,model_18,Decoder_0,Decoder,0,57,0.7092
small,model_18,Decoder_0,Decoder,0,58,0.5625
small,model_18,Decoder_0,Decoder,0,59,0.3206
small,model_18,Decoder_0,Decoder,0,60,0.6259
small,model_18,Decoder_0,Decoder,0,61,0.7454
small,model_18,Decoder_0,Decoder,0,62,0.4042
small,model_18,Decoder_0,Decoder,0,63,0.6417
small,model_18,Decoder_4,Decoder,4,0,0.602
small,model_18,Decoder_4,Decoder,4,1,0.6525
small,model_18,Decoder_4,Decoder,4,2,0.7116
small,model_18,Decoder_4,Decoder,4,3,0.6232
small,model_18,Decoder_4,Decoder,4,4,0.6993
small,model_18,Decoder_4,Decoder,4,5,0.6601
small,model_18,Decoder_4,Decoder,4,6,0.7974
small,model_18,Decoder_4,Decoder,4,7,0.5359
small,model_18,Decoder_4,Decoder,4,8,0.7197
small,model_18,Decoder_4,Decoder,4,9,0.1983
small,model_18,Decoder_4,Decoder,4,10,0.4742
small,model_18,Decoder_4,Decoder,4,11,0.6117
small,model_18,Decoder_4,Decoder,4,12,0.4877
small,model_18,Decoder_4,Decoder,4,13,0.7937
small,model_18,Decoder_4,Decoder,4,14,0.7893
small,model_18,Decoder_4,Decoder,4,15,0.7442
small,model_18,Decoder_4,Decoder,4,16,0.6338
small,model_18,Decoder_4,Decoder,4,17,0.6585
small,model_18,Decoder_4,Decoder,4,18,0.7925
small,model_18,Decoder_4,Decoder,4,19,0.6233
small,model_18,Decoder_4,Decoder,4,20,0.7532
small,model_18,Decoder_4,Decoder,4,21,0.6067
small,model_18,Decoder_4,Decoder,4,22,0.3666
small,model_18,Decoder_4,Decoder,4,23,0.629
small,model_18,Decoder_4,Decoder,4,24,0.7422
small,model_18,Decoder_4,Decoder,4,25,0.6416
small,model_18,Decoder_4,Decoder,4,26,0.5694
small,model_18,Decoder_4,Decoder,4,27,0.4616
small,model_18,Decoder_4,Decoder,4,28,0.7483
small,model_18,Decoder_4,Decoder,4,29,0.8249
small,model_18,Decoder_4,Decoder,4,30,0.8369
small,model_18,Decoder_4,Decoder,4,31,0.6471
small,model_18,Decoder_4,Decoder,4,32,0.7079
small,model_18,Decoder_4,Decoder,4,33,0.4176
small,model_18,Decoder_4,Decoder,4,34,0.7661
small,model_18,Decoder_4,Decoder,4,35,0.1314
small,model_18,Decoder_4,Decoder,4,36,0.8237
small,model_18,Decoder_4,Decoder,4,37,0.5474
small,model_18,Decoder_4,Decoder,4,38,0.7395
small,model_18,Decoder_4,Decoder,4,39,0.5566
small,model_18,Decoder_4,Decoder,4,40,0.4664
small,model_18,Decoder_4,Decoder,4,41,0.514
small,model_18,Decoder_4,Decoder,4,42,0.8405
small,model_18,Decoder_4,Decoder,4,43,0.7228
small,model_18,Decoder_4,Decoder,4,44,0.6469
small,model_18,Decoder_4,Decoder,4,45,0.597
small,model_18,Decoder_4,Decoder,4,46,0.7244
small,model_18,Decoder_4,Decoder,4,47,0.4626
small,model_18,Decoder_4,Decoder,4,48,0.9171
small,model_18,Decoder_4,Decoder,4,49,0.3521
small,model_18,Decoder_4,Decoder,4,50,0.0994
small,model_18,Decoder_4,Decoder,4,51,0.5996
small,model_18,Decoder_4,Decoder,4,52,0.5422
small,model_18,Decoder_4,Decoder,4,53,0.3787
small,model_18,Decoder_4,Decoder,4,54,0.0969
small,model_18,Decoder_4,Decoder,4,55,0.6223
small,model_18,Decoder_4,Decoder,4,56,0.7817
small,model_18,Decoder_4,Decoder,4,57,0.5067
small,model_18,Decoder_4,Decoder,4,58,0.5855
small,model_18,Decoder_4,Decoder,4,59,0.7025
small,model_18,Decoder_4,Decoder,4,60,0.5199
small,model_18,Decoder_4,Decoder,4,61,0.3259
small,model_18,Decoder_4,Decoder,4,62,0.583
small,model_18,Decoder_4,Decoder,4,63,0.6462
small,model_18,Decoder_8,Decoder,8,0,-0.1543
small,model_18,Decoder_8,Decoder,8,1,0.0321
small,model_18,Decoder_8,Decoder,8,2,0.2655
small,model_18,Decoder_8,Decoder,8,3,0.7766
small,model_18,Decoder_8,Decoder,8,4,0.5808
small,model_18,Decoder_8,Decoder,8,5,0.3546
small,model_18,Decoder_8,Decoder,8,6,0.2446
small,model_18,Decoder_8,Decoder,8,7,0.775
small,model_18,Decoder_8,Decoder,8,8,0.3009
small,model_18,Decoder_8,Decoder,8,9,0.6145
small,model_18,Decoder_8,Decoder,8,10,0.8365
small,model_18,Decoder_8,Decoder,8,11,-0.1644
small,model_18,Decoder_8,Decoder,8,12,0.0765
small,model_18,Decoder_8,Decoder,8,13,0.6302
small,model_18,Decoder_8,Decoder,8,14,0.2724
small,model_18,Decoder_8,Decoder,8,15,0.5578
small,model_18,Decoder_8,Decoder,8,16,0.3608
small,model_18,Decoder_8,Decoder,8,17,0.8064
small,model_18,Decoder_8,Decoder,8,18,-0.0119
small,model_18,Decoder_8,Decoder,8,19,-0.1508
small,model_18,Decoder_8,Decoder,8,20,0.8479
small,model_18,Decoder_8,Decoder,8,21,0.105
small,model_18,Decoder_8,Decoder,8,22,0.6312
small,model_18,Decoder_8,Decoder,8,23,0.6923
small,model_18,Decoder_8,Decoder,8,24,0.5931
small,model_18,Decoder_8,Decoder,8,25,0.3803
small,model_18,Decoder_8,Decoder,8,26,-0.6537
small,model_18,Decoder_8,Decoder,8,27,0.5295
small,model_18,Decoder_8,Decoder,8,28,0.4097
small,model_18,Decoder_8,Decoder,8,29,0.52
small,model_18,Decoder_8,Decoder,8,30,0.6672
small,model_18,Decoder_8,Decoder,8,31,0.6747
small,model_18,Decoder_8,Decoder,8,32,0.485
small,model_18,Decoder_8,Decoder,8,33,0.1054
small,model_18,Decoder_8,Decoder,8,34,0.702
small,model_18,Decoder_8,Decoder,8,35,0.7493
small,model_18,Decoder_8,Decoder,8,36,0.6352
small,model_18,Decoder_8,Decoder,8,37,0.6617
small,model_18,Decoder_8,Decoder,8,38,0.4759
small,model_18,Decoder_8,Decoder,8,39,0.4634
small,model_18,Decoder_8,Decoder,8,40,0.463
small,model_18,Decoder_8,Decoder,8,41,-0.6006
small,model_18,Decoder_8,Decoder,8,42,0.8165
small,model_18,Decoder_8,Decoder,8,43,0.532
small,model_18,Decoder_8,Decoder,8,44,0.7092
small,model_18,Decoder_8,Decoder,8,45,0.4486
small,model_18,Decoder_8,Decoder,8,46,-0.2305
small,model_18,Decoder_8,Decoder,8,47,0.781
small,model_18,Decoder_8,Decoder,8,48,0.6945
small,model_18,Decoder_8,Decoder,8,49,0.8696
small,model_18,Decoder_8,Decoder,8,50,0.667
small,model_18,Decoder_8,Decoder,8,51,0.7731
small,model_18,Decoder_8,Decoder,8,52,0.6511
small,model_18,Decoder_8,Decoder,8,53,0.5648
small,model_18,Decoder_8,Decoder,8,54,0.7506
small,model_18,Decoder_8,Decoder,8,55,0.5314
small,model_18,Decoder_8,Decoder,8,56,0.8343
small,model_18,Decoder_8,Decoder,8,57,0.5357
small,model_18,Decoder_8,Decoder,8,58,0.1886
small,model_18,Decoder_8,Decoder,8,59,-0.3102
small,model_18,Decoder_8,Decoder,8,60,0.7237
small,model_18,Decoder_8,Decoder,8,61,0.2975
small,model_18,Decoder_8,Decoder,8,62,0.7411
small,model_18,Decoder_8,Decoder,8,63,0.5469
small,model_19,Encoder_0,Encoder,0,0,0.4752
small,model_19,Encoder_0,Encoder,0,1,0.3168
small,model_19,Encoder_0,Encoder,0,2,0.097
small,model_19,Encoder_0,Encoder,0,3,0.5497
small,model_19,Encoder_0,Encoder,0,4,-0.2615
small,model_19,Encoder_0,Encoder,0,5,0.4053
small,model_19,Encoder_0,Encoder,0,6,0.6232
small,model_19,Encoder_0,Encoder,0,7,0.3826
small,model_19,Encoder_0,Encoder,0,8,-0.0375
small,model_19,Encoder_0,Encoder,0,9,0.0074
small,model_19,Encoder_0,Encoder,0,10,0.2675
small,model_19,Encoder_0,Encoder,0,11,0.4226
small,model_19,Encoder_0,Encoder,0,12,0.498
small,model_19,Encoder_0,Encoder,0,13,0.7371
small,model_19,Encoder_0,Encoder,0,14,0.4643
small,model_19,Encoder_0,Encoder,0,15,0.4115
small,model_19,Encoder_0,Encoder,0,16,0.8436
small,model_19,Encoder_0,Encoder,0,17,0.2193
small,model_19,Encoder_0,Encoder,0,18,0.514
small,model_19,Encoder_0,Encoder,0,19,0.4478
small,model_19,Encoder_0,Encoder,0,20,0.3251
small,model_19,Encoder_0,Encoder,0,21,0.5945
small,model_19,Encoder_0,Encoder,0,22,0.3239
small,model_19,Encoder_0,Encoder,0,23,0.2526
small,model_19,Encoder_0,Encoder,0,24,0.5497
small,model_19,Encoder_0,Encoder,0,25,0.2967
small,model_19,Encoder_0,Encoder,0,26,0.1693
small,model_19,Encoder_0,Encoder,0,27,0.5326
small,model_19,Encoder_0,Encoder,0,28,0.6437
small,model_19,Encoder_0,Encoder,0,29,0.5667
small,model_19,Encoder_0,Encoder,0,30,0.3231
small,model_19,Encoder_0,Encoder,0,31,0.3712
small,model_19,Encoder_0,Encoder,0,32,0.2407
small,model_19,Encoder_0,Encoder,0,33,0.6554
small,model_19,Encoder_0,Encoder,0,34,0.4244
small,model_19,Encoder_0,Encoder,0,35,0.3301
small,model_19,Encoder_0,Encoder,0,36,0.6443
small,model_19,Encoder_0,Encoder,0,37,0.4133
small,model_19,Encoder_0,Encoder,0,38,-0.1957
small,model_19,Encoder_0,Encoder,0,39,0.5366
small,model_19,Encoder_0,Encoder,0,40,0.3714
small,model_19,Encoder_0,Encoder,0,41,0.1377
small,model_19,Encoder_0,Encoder,0,42,-0.0252
small,model_19,Encoder_0,Encoder,0,43,0.3301
small,model_19,Encoder_0,Encoder,0,44,0.4332
small,model_19,Encoder_0,Encoder,0,45,0.4336
small,model_19,Encoder_0,Encoder,0,46,0.1819
small,model_19,Encoder_0,Encoder,0,47,0.2074
small,model_19,Encoder_0,Encoder,0,48,0.3347
small,model_19,Encoder_0,Encoder,0,49,0.3488
small,model_19,Encoder_0,Encoder,0,50,0.2687
small,model_19,Encoder_0,Encoder,0,51,0.2581
small,model_19,Encoder_0,Encoder,0,52,0.5311
small,model_19,Encoder_0,Encoder,0,53,-0.1336
small,model_19,Encoder_0,Encoder,0,54,0.2354
small,model_19,Encoder_0,Encoder,0,55,0.5179
small,model_19,Encoder_0,Encoder,0,56,-0.6045
small,model_19,Encoder_0,Encoder,0,57,0.5037
small,model_19,Encoder_0,Encoder,0,58,0.6034
small,model_19,Encoder_0,Encoder,0,59,0.2916
small,model_19,Encoder_0,Encoder,0,60,0.4175
small,model_19,Encoder_0,Encoder,0,61,0.1129
small,model_19,Encoder_0,Encoder,0,62,-0.1774
small,model_19,Encoder_0,Encoder,0,63,0.2315
small,model_19,Encoder_4,Encoder,4,0,0.6231
small,model_19,Encoder_4,Encoder,4,1,0.5043
small,model_19,Encoder_4,Encoder,4,2,0.4546
small,model_19,Encoder_4,Encoder,4,3,0.6445
small,model_19,Encoder_4,Encoder,4,4,0.3829
small,model_19,Encoder_4,Encoder,4,5,0.554
small,model_19,Encoder_4,Encoder,4,6,0.5469
small,model_19,Encoder_4,Encoder,4,7,0.83
small,model_19,Encoder_4,Encoder,4,8,0.564
small,model_19,Encoder_4,Encoder,4,9,0.6252
small,model_19,Encoder_4,Encoder,4,10,0.5799
small,model_19,Encoder_4,Encoder,4,11,0.3843
small,model_19,Encoder_4,Encoder,4,12,0.1183
small,model_19,Encoder_4,Encoder,4,13,0.4525
small,model_19,Encoder_4,Encoder,4,14,0.7426
small,model_19,Encoder_4,Encoder,4,15,0.4595
small,model_19,Encoder_4,Encoder,4,16,0.3748
small,model_19,Encoder_4,Encoder,4,17,0.4274
small,model_19,Encoder_4,Encoder,4,18,0.2462
small,model_19,Encoder_4,Encoder,4,19,0.2143
small,model_19,Encoder_4,Encoder,4,20,0.5853
small,model_19,Encoder_4,Encoder,4,21,0.0321
small,model_19,Encoder_4,Encoder,4,22,0.5769
small,model_19,Encoder_4,Encoder,4,23,0.1853
small,model_19,Encoder_4,Encoder,4,24,0.7119
small,model_19,Encoder_4,Encoder,4,25,0.4159
small,model_19,Encoder_4,Encoder,4,26,0.5594
small,model_19,Encoder_4,Encoder,4,27,0.6692
small,model_19,Encoder_4,Encoder,4,28,0.3372
small,model_19,Encoder_4,Encoder,4,29,0.6399
small,model_19,Encoder_4,Encoder,4,30,0.5541
small,model_19,Encoder_4,Encoder,4,31,0.7431
small,model_19,Encoder_4,Encoder,4,32,0.4364
small,model_19,Encoder_4,Encoder,4,33,0.6605
small,model_19,Encoder_4,Encoder,4,34,0.409
small,model_19,Encoder_4,Encoder,4,35,0.4476
small,model_19,Encoder_4,Encoder,4,36,0.5622
small,model_19,Encoder_4,Encoder,4,37,0.788
small,model_19,Encoder_4,Encoder,4,38,0.8631
small,model_19,Encoder_4,Encoder,4,39,0.5805
small,model_19,Encoder_4,Encoder,4,40,0.4337
small,model_19,Encoder_4,Encoder,4,41,0.5756
small,model_19,Encoder_4,Encoder,4,42,0.6639
small,model_19,Encoder_4,Encoder,4,43,0.6823
small,model_19,Encoder_4,Encoder,4,44,0.7597
small,model_19,Encoder_4,Encoder,4,45,0.4082
small,model_19,Encoder_4,Encoder,4,46,0.4209
small,model_19,Encoder_4,Encoder,4,47,0.7974
small,model_19,Encoder_4,Encoder,4,48,0.6521
small,model_19,Encoder_4,Encoder,4,49,0.8056
small,model_19,Encoder_4,Encoder,4,50,0.712
small,model_19,Encoder_4,Encoder,4,51,0.5555
small,model_19,Encoder_4,Encoder,4,52,0.4414
small,model_19,Encoder_4,Encoder,4,53,0.4038
small,model_19,Encoder_4,Encoder,4,54,0.6351
small,model_19,Encoder_4,Encoder,4,55,0.3754
small,model_19,Encoder_4,Encoder,4,56,0.744
small,model_19,Encoder_4,Encoder,4,57,0.4355
small,model_19,Encoder_4,Encoder,4,58,0.5834
small,model_19,Encoder_4,Encoder,4,59,0.7266
small,model_19,Encoder_4,Encoder,4,60,0.1753
small,model_19,Encoder_4,Encoder,4,61,0.6915
small,model_19,Encoder_4,Encoder,4,62,0.6951
small,model_19,Encoder_4,Encoder,4,63,0.6088
small,model_19,Encoder_8,Encoder,8,0,0.3929
small,model_19,Encoder_8,Encoder,8,1,0.7694
small,model_19,Encoder_8,Encoder,8,2,0.5479
small,model_19,Encoder_8,Encoder,8,3,0.7495
small,model_19,Encoder_8,Encoder,8,4,0.6586
small,model_19,Encoder_8,Encoder,8,5,0.6171
small,model_19,Encoder_8,Encoder,8,6,0.6302
small,model_19,Encoder_8,Encoder,8,7,0.6857
small,model_19,Encoder_8,Encoder,8,8,0.5863
small,model_19,Encoder_8,Encoder,8,9,0.5045
small,model_19,Encoder_8,Encoder,8,10,0.7259
small,model_19,Encoder_8,Encoder,8,11,0.7761
small,model_19,Encoder_8,Encoder,8,12,0.6503
small,model_19,Encoder_8,Encoder,8,13,0.4748
small,model_19,Encoder_8,Encoder,8,14,0.7906
small,model_19,Encoder_8,Encoder,8,15,0.5705
small,model_19,Encoder_8,Encoder,8,16,0.6427
small,model_19,Encoder_8,Encoder,8,17,0.7118
small,model_19,Encoder_8,Encoder,8,18,0.6989
small,model_19,Encoder_8,Encoder,8,19,0.7963
small,model_19,Encoder_8,Encoder,8,20,0.6854
small,model_19,Encoder_8,Encoder,8,21,0.5704
small,model_19,Encoder_8,Encoder,8,22,0.6384
small,model_19,Encoder_8,Encoder,8,23,0.6357
small,model_19,Encoder_8,Encoder,8,24,0.6658
small,model_19,Encoder_8,Encoder,8,25,0.4289
small,model_19,Encoder_8,Encoder,8,26,0.4504
small,model_19,Encoder_8,Encoder,8,27,0.4194
small,model_19,Encoder_8,Encoder,8,28,0.6266
small,model_19,Encoder_8,Encoder,8,29,0.7592
small,model_19,Encoder_8,Encoder,8,30,0.5556
small,model_19,Encoder_8,Encoder,8,31,0.6603
small,model_19,Encoder_8,Encoder,8,32,0.628
small,model_19,Encoder_8,Encoder,8,33,0.5921
small,model_19,Encoder_8,Encoder,8,34,0.3144
small,model_19,Encoder_8,Encoder,8,35,0.702
small,model_19,Encoder_8,Encoder,8,36,0.6632
small,model_19,Encoder_8,Encoder,8,37,0.474
small,model_19,Encoder_8,Encoder,8,38,0.4877
small,model_19,Encoder_8,Encoder,8,39,0.5929
small,model_19,Encoder_8,Encoder,8,40,0.4053
small,model_19,Encoder_8,Encoder,8,41,0.5807
small,model_19,Encoder_8,Encoder,8,42,0.6058
small,model_19,Encoder_8,Encoder,8,43,0.6799
small,model_19,Encoder_8,Encoder,8,44,0.7255
small,model_19,Encoder_8,Encoder,8,45,0.7026
small,model_19,Encoder_8,Encoder,8,46,0.5988
small,model_19,Encoder_8,Encoder,8,47,0.5676
small,model_19,Encoder_8,Encoder,8,48,0.5669
small,model_19,Encoder_8,Encoder,8,49,0.537
small,model_19,Encoder_8,Encoder,8,50,0.4299
small,model_19,Encoder_8,Encoder,8,51,0.6018
small,model_19,Encoder_8,Encoder,8,52,0.4624
small,model_19,Encoder_8,Encoder,8,53,0.4606
small,model_19,Encoder_8,Encoder,8,54,0.5309
small,model_19,Encoder_8,Encoder,8,55,0.4272
small,model_19,Encoder_8,Encoder,8,56,0.5095
small,model_19,Encoder_8,Encoder,8,57,0.505
small,model_19,Encoder_8,Encoder,8,58,0.3178
small,model_19,Encoder_8,Encoder,8,59,0.7679
small,model_19,Encoder_8,Encoder,8,60,0.5582
small,model_19,Encoder_8,Encoder,8,61,0.6059
small,model_19,Encoder_8,Encoder,8,62,0.6349
small,model_19,Encoder_8,Encoder,8,63,0.3853
small,model_19,Decoder_0,Decoder,0,0,0.4087
small,model_19,Decoder_0,Decoder,0,1,0.6171
small,model_19,Decoder_0,Decoder,0,2,0.6955
small,model_19,Decoder_0,Decoder,0,3,0.7259
small,model_19,Decoder_0,Decoder,0,4,0.5837
small,model_19,Decoder_0,Decoder,0,5,0.4882
small,model_19,Decoder_0,Decoder,0,6,0.7618
small,model_19,Decoder_0,Decoder,0,7,0.3661
small,model_19,Decoder_0,Decoder,0,8,0.504
small,model_19,Decoder_0,Decoder,0,9,0.741
small,model_19,Decoder_0,Decoder,0,10,0.4378
small,model_19,Decoder_0,Decoder,0,11,0.4984
small,model_19,Decoder_0,Decoder,0,12,0.5004
small,model_19,Decoder_0,Decoder,0,13,0.6131
small,model_19,Decoder_0,Decoder,0,14,0.4806
small,model_19,Decoder_0,Decoder,0,15,0.5013
small,model_19,Decoder_0,Decoder,0,16,0.6626
small,model_19,Decoder_0,Decoder,0,17,0.7733
small,model_19,Decoder_0,Decoder,0,18,0.5828
small,model_19,Decoder_0,Decoder,0,19,0.5676
small,model_19,Decoder_0,Decoder,0,20,0.4979
small,model_19,Decoder_0,Decoder,0,21,0.3913
small,model_19,Decoder_0,Decoder,0,22,0.7866
small,model_19,Decoder_0,Decoder,0,23,0.4589
small,model_19,Decoder_0,Decoder,0,24,0.4346
small,model_19,Decoder_0,Decoder,0,25,0.3953
small,model_19,Decoder_0,Decoder,0,26,0.5355
small,model_19,Decoder_0,Decoder,0,27,0.5995
small,model_19,Decoder_0,Decoder,0,28,0.6796
small,model_19,Decoder_0,Decoder,0,29,0.5376
small,model_19,Decoder_0,Decoder,0,30,0.6478
small,model_19,Decoder_0,Decoder,0,31,0.5963
small,model_19,Decoder_0,Decoder,0,32,0.5469
small,model_19,Decoder_0,Decoder,0,33,0.3685
small,model_19,Decoder_0,Decoder,0,34,0.5323
small,model_19,Decoder_0,Decoder,0,35,0.4917
small,model_19,Decoder_0,Decoder,0,36,0.3975
small,model_19,Decoder_0,Decoder,0,37,0.557
small,model_19,Decoder_0,Decoder,0,38,0.7161
small,model_19,Decoder_0,Decoder,0,39,0.3074
small,model_19,Decoder_0,Decoder,0,40,0.2834
small,model_19,Decoder_0,Decoder,0,41,0.808
small,model_19,Decoder_0,Decoder,0,42,0.54
small,model_19,Decoder_0,Decoder,0,43,0.8052
small,model_19,Decoder_0,Decoder,0,44,0.7426
small,model_19,Decoder_0,Decoder,0,45,0.7149
small,model_19,Decoder_0,Decoder,0,46,0.6949
small,model_19,Decoder_0,Decoder,0,47,0.6224
small,model_19,Decoder_0,Decoder,0,48,0.6986
small,model_19,Decoder_0,Decoder,0,49,0.4587
small,model_19,Decoder_0,Decoder,0,50,0.6606
small,model_19,Decoder_0,Decoder,0,51,0.5532
small,model_19,Decoder_0,Decoder,0,52,0.434
small,model_19,Decoder_0,Decoder,0,53,0.5467
small,model_19,Decoder_0,Decoder,0,54,0.495
small,model_19,Decoder_0,Decoder,0,55,0.692
small,model_19,Decoder_0,Decoder,0,56,0.7376
small,model_19,Decoder_0,Decoder,0,57,0.686
small,model_19,Decoder_0,Decoder,0,58,0.6771
small,model_19,Decoder_0,Decoder,0,59,0.6938
small,model_19,Decoder_0,Decoder,0,60,0.3562
small,model_19,Decoder_0,Decoder,0,61,0.3358
small,model_19,Decoder_0,Decoder,0,62,0.6614
small,model_19,Decoder_0,Decoder,0,63,0.8122
small,model_19,Decoder_4,Decoder,4,0,0.3764
small,model_19,Decoder_4,Decoder,4,1,0.6442
small,model_19,Decoder_4,Decoder,4,2,0.4847
small,model_19,Decoder_4,Decoder,4,3,0.7409
small,model_19,Decoder_4,Decoder,4,4,0.458
small,model_19,Decoder_4,Decoder,4,5,0.6154
small,model_19,Decoder_4,Decoder,4,6,0.6554
small,model_19,Decoder_4,Decoder,4,7,0.5465
small,model_19,Decoder_4,Decoder,4,8,0.54
small,model_19,Decoder_4,Decoder,4,9,0.4056
small,model_19,Decoder_4,Decoder,4,10,0.4364
small,model_19,Decoder_4,Decoder,4,11,0.5152
small,model_19,Decoder_4,Decoder,4,12,0.683
small,model_19,Decoder_4,Decoder,4,13,0.6955
small,model_19,Decoder_4,Decoder,4,14,0.387
small,model_19,Decoder_4,Decoder,4,15,0.3927
